"food_id","food_name","orig_food_id","orig_food_common_name_uncleaned","orig_food_common_name","citation","food_V2_ID"
28,"Swede","11436","Rutabagas, cooked, boiled, drained, without salt","rutabagas cooked boiled drained without salt","USDA",379
28,"Swede","11851","Rutabagas, cooked, boiled, drained, with salt","rutabagas cooked boiled drained with salt","USDA",380
29,"Rape","1095","Oil, rape seed (low eruca acid content)","oil rape seed low eruca acid content","DTU",381
29,"Rape","1100","Oil, rape seed (no eruca acid)","oil rape seed no eruca acid","DTU",382
30,"Common cabbage","0235","Cabbage, red, canned","cabbage red canned","DTU",383
30,"Common cabbage","0825","Cabbage, red, canned, sugar not added","cabbage red canned sugar not added","DTU",384
30,"Common cabbage","0234","Cabbage, red, raw","cabbage red raw","DTU",385
30,"Common cabbage","0275","Cabbage, spring, raw","cabbage spring raw","DTU",386
30,"Common cabbage","0088","Cabbage, white, raw","cabbage white raw","DTU",387
30,"Common cabbage","11109","Cabbage, raw","cabbage raw","USDA",388
30,"Common cabbage","11110","Cabbage, cooked, boiled, drained, without salt","cabbage cooked boiled drained without salt","USDA",389
30,"Common cabbage","11113","Cabbage, red, cooked, boiled, drained, without salt","cabbage red cooked boiled drained without salt","USDA",390
30,"Common cabbage","11115","Cabbage, savoy, cooked, boiled, drained, without salt","cabbage savoy cooked boiled drained without salt","USDA",391
30,"Common cabbage","11233","Kale, raw","kale raw","USDA",392
30,"Common cabbage","11439","Sauerkraut, canned, solids and liquids","sauerkraut canned solids liquids","USDA",393
30,"Common cabbage","11749","Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw","cabbage common danish domestic pointed types freshly harvest raw","USDA",394
30,"Common cabbage","11750","Cabbage, common (danish, domestic, and pointed types), stored, raw","cabbage common danish domestic pointed types stored raw","USDA",395
30,"Common cabbage","11751","Cabbage, common, cooked, boiled, drained, with salt","cabbage common cooked boiled drained with salt","USDA",396
30,"Common cabbage","11752","Cabbage, red, cooked, boiled, drained, with salt","cabbage red cooked boiled drained with salt","USDA",397
30,"Common cabbage","11753","Cabbage, savoy, cooked, boiled, drained, with salt","cabbage savoy cooked boiled drained with salt","USDA",398
30,"Common cabbage","11970","Cabbage, napa, cooked","cabbage napa cooked","USDA",399
30,"Common cabbage","43350","Sauerkraut, canned, low sodium","sauerkraut canned low sodium","USDA",400
31,"Cauliflower","0017","Cauliflower, all varieties, raw","cauliflower all varieties raw","DTU",401
31,"Cauliflower","0795","Cauliflower, danish, raw","cauliflower danish raw","DTU",402
31,"Cauliflower","0829","Cauliflower, frozen","cauliflower frozen","DTU",403
31,"Cauliflower","0796","Cauliflower, imported, raw","cauliflower imported raw","DTU",404
31,"Cauliflower","11135","Cauliflower, raw","cauliflower raw","USDA",405
31,"Cauliflower","11136","Cauliflower, cooked, boiled, drained, without salt","cauliflower cooked boiled drained without salt","USDA",406
31,"Cauliflower","11137","Cauliflower, frozen, unprepared","cauliflower frozen unprepared","USDA",407
31,"Cauliflower","11138","Cauliflower, frozen, cooked, boiled, drained, without salt","cauliflower frozen cooked boiled drained without salt","USDA",408
31,"Cauliflower","11761","Cauliflower, cooked, boiled, drained, with salt","cauliflower cooked boiled drained with salt","USDA",409
31,"Cauliflower","11762","Cauliflower, frozen, cooked, boiled, drained, with salt","cauliflower frozen cooked boiled drained with salt","USDA",410
31,"Cauliflower","11965","Cauliflower, green, raw","cauliflower green raw","USDA",411
31,"Cauliflower","11967","Cauliflower, green, cooked, no salt added","cauliflower green cooked no salt added","USDA",412
31,"Cauliflower","11968","Cauliflower, green, cooked, with salt","cauliflower green cooked with salt","USDA",413
32,"Brussel sprouts","0226","Brussels sprout, frozen","brussels sprout frozen","DTU",414
32,"Brussel sprouts","0822","Brussels sprouts, automn (October to December), raw","brussels sprouts automn october december raw","DTU",415
32,"Brussel sprouts","0225","Brussels sprouts, raw","brussels sprouts raw","DTU",416
32,"Brussel sprouts","0823","Brussels sprouts, winter (January to April), raw","brussels sprouts winter january april raw","DTU",417
32,"Brussel sprouts","11099","Brussels sprouts, cooked, boiled, drained, without salt","brussels sprouts cooked boiled drained without salt","USDA",418
32,"Brussel sprouts","11100","Brussels sprouts, frozen, unprepared","brussels sprouts frozen unprepared","USDA",419
32,"Brussel sprouts","11101","Brussels sprouts, frozen, cooked, boiled, drained, without salt","brussels sprouts frozen cooked boiled drained without salt","USDA",420
32,"Brussel sprouts","11745","Brussels sprouts, cooked, boiled, drained, with salt","brussels sprouts cooked boiled drained with salt","USDA",421
32,"Brussel sprouts","11746","Brussels sprouts, frozen, cooked, boiled, drained, with salt","brussels sprouts frozen cooked boiled drained with salt","USDA",422
33,"Kohlrabi","0660","Kohlrabi, raw","kohlrabi raw","DTU",423
33,"Kohlrabi","11242","Kohlrabi, cooked, boiled, drained, without salt","kohlrabi cooked boiled drained without salt","USDA",424
33,"Kohlrabi","11793","Kohlrabi, cooked, boiled, drained, with salt","kohlrabi cooked boiled drained with salt","USDA",425
34,"Broccoli","1258","Broccoli, boiled","broccoli boiled","DTU",426
34,"Broccoli","1259","Broccoli, frozen","broccoli frozen","DTU",427
34,"Broccoli","0021","Broccoli, raw","broccoli raw","DTU",428
34,"Broccoli","11091","Broccoli, cooked, boiled, drained, without salt","broccoli cooked boiled drained without salt","USDA",429
34,"Broccoli","11092","Broccoli, frozen, chopped, unprepared","broccoli frozen chopped unprepared","USDA",430
34,"Broccoli","11093","Broccoli, frozen, chopped, cooked, boiled, drained, without salt","broccoli frozen chopped cooked boiled drained without salt","USDA",431
34,"Broccoli","11094","Broccoli, frozen, spears, unprepared","broccoli frozen spears unprepared","USDA",432
34,"Broccoli","11095","Broccoli, frozen, spears, cooked, boiled, drained, without salt","broccoli frozen spears cooked boiled drained without salt","USDA",433
34,"Broccoli","11739","Broccoli, leaves, raw","broccoli leaves raw","USDA",434
34,"Broccoli","11740","Broccoli, flower clusters, raw","broccoli flower clusters raw","USDA",435
34,"Broccoli","11741","Broccoli, stalks, raw","broccoli stalks raw","USDA",436
34,"Broccoli","11742","Broccoli, cooked, boiled, drained, with salt","broccoli cooked boiled drained with salt","USDA",437
34,"Broccoli","11743","Broccoli, frozen, chopped, cooked, boiled, drained, with salt","broccoli frozen chopped cooked boiled drained with salt","USDA",438
34,"Broccoli","11744","Broccoli, frozen, spears, cooked, boiled, drained, with salt","broccoli frozen spears cooked boiled drained with salt","USDA",439
35,"Chinese cabbage","0120","Cabbage, chinese or celery, raw","cabbage chinese celery raw","DTU",440
35,"Chinese cabbage","43143","Cabbage, japanese style, fresh, pickled","cabbage japanese style fresh pickled","USDA",441
36,"Turnip","0149","Turnip, raw","turnip raw","DTU",442
36,"Turnip","11564","Turnips, raw","turnips raw","USDA",443
36,"Turnip","11565","Turnips, cooked, boiled, drained, without salt","turnips cooked boiled drained without salt","USDA",444
36,"Turnip","11566","Turnips, frozen, unprepared","turnips frozen unprepared","USDA",445
36,"Turnip","11567","Turnips, frozen, cooked, boiled, drained, without salt","turnips frozen cooked boiled drained without salt","USDA",446
36,"Turnip","11568","Turnip greens, raw","turnip greens raw","USDA",447
36,"Turnip","11569","Turnip greens, cooked, boiled, drained, without salt","turnip greens cooked boiled drained without salt","USDA",448
36,"Turnip","11570","Turnip greens, canned, solids and liquids","turnip greens canned solids liquids","USDA",449
36,"Turnip","11574","Turnip greens, frozen, unprepared","turnip greens frozen unprepared","USDA",450
36,"Turnip","11575","Turnip greens, frozen, cooked, boiled, drained, without salt","turnip greens frozen cooked boiled drained without salt","USDA",451
36,"Turnip","11576","Turnip greens and turnips, frozen, unprepared","turnip greens turnips frozen unprepared","USDA",452
36,"Turnip","11577","Turnip greens and turnips, frozen, cooked, boiled, drained, without salt","turnip greens turnips frozen cooked boiled drained without salt","USDA",453
36,"Turnip","11889","Turnips, cooked, boiled, drained, with salt","turnips cooked boiled drained with salt","USDA",454
36,"Turnip","11890","Turnips, frozen, cooked, boiled, drained, with salt","turnips frozen cooked boiled drained with salt","USDA",455
36,"Turnip","11891","Turnip greens, cooked, boiled, drained, with salt","turnip greens cooked boiled drained with salt","USDA",456
36,"Turnip","11892","Turnip greens, frozen, cooked, boiled, drained, with salt","turnip greens frozen cooked boiled drained with salt","USDA",457
36,"Turnip","11893","Turnip greens and turnips, frozen, cooked, boiled, drained, with salt","turnip greens turnips frozen cooked boiled drained with salt","USDA",458
36,"Turnip","43387","Turnip greens, canned, no salt added","turnip greens canned no salt added","USDA",459
37,"Pigeon pea","11344","Pigeonpeas, immature seeds, raw","pigeonpeas immature seeds raw","USDA",460
37,"Pigeon pea","11345","Pigeonpeas, immature seeds, cooked, boiled, drained, without salt","pigeonpeas immature seeds cooked boiled drained without salt","USDA",461
37,"Pigeon pea","11826","Pigeonpeas, immature seeds, cooked, boiled, drained, with salt","pigeonpeas immature seeds cooked boiled drained with salt","USDA",462
37,"Pigeon pea","16101","Pigeon peas (red gram), mature seeds, raw","pigeon peas red gram mature seeds raw","USDA",463
37,"Pigeon pea","16102","Pigeon peas (red gram), mature seeds, cooked, boiled, without salt","pigeon peas red gram mature seeds cooked boiled without salt","USDA",464
37,"Pigeon pea","16402","Pigeon peas (red gram), mature seeds, cooked, boiled, with salt","pigeon peas red gram mature seeds cooked boiled with salt","USDA",465
38,"Tea","0304","Tea, leaves","tea leaves","DTU",466
38,"Tea","0305","Tea, ready-to-drink","tea ready drink","DTU",467
38,"Tea","14137","Tea, ready-to-drink, NESTLE, COOL NESTEA ice tea lemon flavor","tea ready drink nestle cool nestea ice tea lemon flavor","USDA",468
38,"Tea","14352","Tea, black, brewed, prepared with tap water, decaffeinated","tea black brewed prepared with tap water decaffeinated","USDA",469
38,"Tea","14353","Tea, instant, unsweetened, powder, decaffeinated","tea instant unsweetened powder decaffeinated","USDA",470
38,"Tea","14355","Tea, black, brewed, prepared with tap water","tea black brewed prepared with tap water","USDA",471
38,"Tea","14356","Tea, instant, sweetened with sodium saccharin, lemon-flavored, powder, decaffeinated","tea instant sweetened with sodium saccharin lemon flavored powder decaffeinated","USDA",472
38,"Tea","14357","Tea, instant, sweetened with sugar, lemon-flavored, without added ascorbic acid, powder,  decaffeinated","tea instant sweetened with sugar lemon flavored without added ascorbic acid powder  decaffeinated","USDA",473
38,"Tea","14366","Tea, instant, unsweetened, powder","tea instant unsweetened powder","USDA",474
38,"Tea","14367","Tea, instant, unsweetened, powder, prepared","tea instant unsweetened powder prepared","USDA",475
38,"Tea","14368","Tea, instant, unsweetened, lemon-flavored, powder","tea instant unsweetened lemon flavored powder","USDA",476
38,"Tea","14370","Tea, instant, sweetened with sugar, lemon-flavored, without added ascorbic acid, powder","tea instant sweetened with sugar lemon flavored without added ascorbic acid powder","USDA",477
38,"Tea","14371","Tea, instant, sweetened with sugar, lemon-flavored, without added ascorbic acid, powder, prepared","tea instant sweetened with sugar lemon flavored without added ascorbic acid powder prepared","USDA",478
38,"Tea","14375","Tea, instant, sweetened with sodium saccharin, lemon-flavored, powder","tea instant sweetened with sodium saccharin lemon flavored powder","USDA",479
38,"Tea","14376","Tea, instant, sweetened with sodium saccharin, lemon-flavored, prepared","tea instant sweetened with sodium saccharin lemon flavored prepared","USDA",480
38,"Tea","14381","Tea, herb, other than chamomile, brewed","tea herb other than chamomile brewed","USDA",481
38,"Tea","14475","Tea, ready-to-drink, ARIZONA iced tea, with lemon flavor","tea ready drink arizona iced tea with lemon flavor","USDA",482
38,"Tea","14476","Tea, ready-to-drink, LIPTON BRISK iced tea, with lemon flavor","tea ready drink lipton brisk iced tea with lemon flavor","USDA",483
38,"Tea","14544","Tea, black, brewed, prepared with distilled water","tea black brewed prepared with distilled water","USDA",484
38,"Tea","14545","Tea, herb, chamomile, brewed","tea herb chamomile brewed","USDA",485
38,"Tea","14548","Tea, instant, sweetened with sugar, lemon-flavored, with added ascorbic acid, powder","tea instant sweetened with sugar lemon flavored with added ascorbic acid powder","USDA",486
38,"Tea","14601","Tea, ready-to-drink, unsweetened, WENDY'S, fast food, without ice","tea ready drink unsweetened wendy's fast without ice","USDA",487
39,"Capers","02054","Capers, canned","capers canned","USDA",488
40,"Pepper","0677","Pepper, hot chili, canned","pepper hot chili canned","DTU",489
40,"Pepper","0676","Pepper, hot chili, raw","pepper hot chili raw","DTU",490
40,"Pepper","0524","Pepper, sweet, canned","pepper sweet canned","DTU",491
40,"Pepper","0206","Pepper, sweet, green, raw","pepper sweet green raw","DTU",492
40,"Pepper","0207","Pepper, sweet, red, raw","pepper sweet red raw","DTU",493
40,"Pepper","1054","Pepper, white","pepper white","DTU",494
40,"Pepper","02009","Spices, chili powder","spices chili powder","USDA",495
40,"Pepper","02028","Spices, paprika","spices paprika","USDA",496
40,"Pepper","02031","Spices, pepper, red or cayenne","spices pepper red cayenne","USDA",497
40,"Pepper","11329","Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids","peppers hot chili green canned pods excluding seeds solids liquids","USDA",498
40,"Pepper","11333","Peppers, sweet, green, raw","peppers sweet green raw","USDA",499
40,"Pepper","11334","Peppers, sweet, green, cooked, boiled, drained, without salt","peppers sweet green cooked boiled drained without salt","USDA",500
40,"Pepper","11335","Peppers, sweet, green, canned, solids and liquids","peppers sweet green canned solids liquids","USDA",501
40,"Pepper","11337","Peppers, sweet, green, frozen, chopped, unprepared","peppers sweet green frozen chopped unprepared","USDA",502
40,"Pepper","11338","Peppers, sweet, green, frozen, chopped, boiled, drained, without salt","peppers sweet green frozen chopped boiled drained without salt","USDA",503
40,"Pepper","11339","Peppers, sweet, green, sauteed","peppers sweet green sauteed","USDA",504
40,"Pepper","11632","Peppers, jalapeno, canned, solids and liquids","peppers jalapeno canned solids liquids","USDA",505
40,"Pepper","11634","Peppers, sweet, green, freeze-dried","peppers sweet green freeze dried","USDA",506
40,"Pepper","11670","Peppers, hot chili, green, raw","peppers hot chili green raw","USDA",507
40,"Pepper","11819","Peppers, hot chili, red, raw","peppers hot chili red raw","USDA",508
40,"Pepper","11820","Peppers, hot chili, red, canned, excluding seeds, solids and liquids","peppers hot chili red canned excluding seeds solids liquids","USDA",509
40,"Pepper","11821","Peppers, sweet, red, raw","peppers sweet red raw","USDA",510
40,"Pepper","11822","Peppers, sweet, green, cooked, boiled, drained, with salt","peppers sweet green cooked boiled drained with salt","USDA",511
40,"Pepper","11823","Peppers, sweet, red, cooked, boiled, drained, without salt","peppers sweet red cooked boiled drained without salt","USDA",512
